Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
250.6534,35.2615,22.8918,92.5666,235.9977,432.0271,575.5895,8.2481,63.9258,cephSimResult/latency/latency_250_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
250.7596,35.6216,22.8921,95.0008,244.5546,346.892,430.8802,8.5219,62.7442,cephSimResult/latency/latency_250_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
249.8647,35.1418,22.8923,92.4783,239.7945,368.2684,434.1811,8.2475,62.7091,cephSimResult/latency/latency_250_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
249.4278,34.6969,22.8923,89.7834,234.5378,433.2323,536.9346,7.7256,63.7949,cephSimResult/latency/latency_250_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
250.0407,35.0221,22.8918,90.0505,240.2574,432.3432,628.7555,7.845,66.8913,cephSimResult/latency/latency_250_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
250.8496,35.1414,22.8917,90.8232,246.5151,393.6578,479.6412,7.9531,65.7109,cephSimResult/latency/latency_250_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
249.2683,35.1049,22.8916,91.6485,239.6908,401.373,561.659,8.0787,64.462,cephSimResult/latency/latency_250_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
249.9478,35.8531,22.8918,92.7991,251.1893,520.4021,653.6012,8.2756,69.8295,cephSimResult/latency/latency_250_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
249.9148,34.9759,22.8917,91.0443,233.7378,475.7,621.7538,7.9463,64.357,cephSimResult/latency/latency_250_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
250.2696,35.1424,22.8923,91.189,237.9645,447.5764,558.0569,8.0275,65.4125,cephSimResult/latency/latency_250_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,8.08693,64.98372,,
